Company Name,Exchange:Ticker,S&P Entity ID,Industry Classifications,Company Type,Exchanges [Primary Listing],Exchanges [Secondary Listings],Website,Geographic Region,Headquarters - Country,Offices,Primary Address
"Autodesk, Inc. (NasdaqGS:ADSK)",NasdaqGS:ADSK,543186,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.autodesk.com,United States and Canada,United States,"Shanghai
China

1B-2-2, Block 1B
Plaza Sentral
Jalan Stesen Sentral 5, KL
Sentral 
Kuala Lumpur, Wilayah Persekutuan    50470
Malaysia
Main Phone: 60 3 2785 1919
Main Fax: 60 3 2780 5889

17th Floor
Building 8
Ul. Ivana Franko 
Moscow    121108
Russia
Main Phone: 7 495 545 3552

API World Tower
Suite 1504
Sheikh Zayed Road
P.O. Box 7907 
Dubai
United Arab Emirates
Main Phone: 971 4 332 7000
Main Fax: 971 4 332 7337

Seattle, Washington
United States

5400 Meadows Road
Suite 500 
Lake Oswego, Oregon    97035
United States
Main Phone: 503-707-3600
Main Fax: 503-707-3601

Headquarters
111 McInnis Parkway 
San Rafael, California    94903
United States
Main Phone: 415-507-5000
Main Fax: 415-507-5100

One Market
The Landmark
Suite 500 
San Francisco, California    94105
United States
Main Phone: 415-356-0700
Main Fax: 415-547-2222

701 Waterford Way
Suite 780 
Miami, Florida    33126
United States
Main Phone: 305-265-5960
Main Fax: 305-265-5975

1560 Trapelo Road 
Waltham, Massachusetts    02451
United States
Main Phone: 781-839-5300
Main Fax: 781-839-5333

100 Commercial Street 
Manchester, New Hampshire    03101
United States
Main Phone: 603-621-3100
Main Fax: 603-621-3383","Headquarters
111 McInnis Parkway 
San Rafael, California    94903
United States
Main Phone: 415-507-5000
Main Fax: 415-507-5100"
"Automatic Data Processing, Inc. (NasdaqGS:ADP)",NasdaqGS:ADP,100190,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.adp.com,United States and Canada,United States,"5F,Building 2
Youyou Century Place 
Shanghai
China

Los Angeles, California
United States

Wilmington, Delaware    19801
United States

10407 Centurion Parkway North 
Jacksonville, Florida    32256
United States
Main Phone: 904-470-7000

Miami, Florida
United States

15 Midstate Drive 
Auburn, Massachusetts    01501
United States
Main Phone: 508-573-9253

Headquarters
One ADP Boulevard 
Roseland, New Jersey    07068
United States
Main Phone: 973-974-5000","Headquarters
One ADP Boulevard 
Roseland, New Jersey    07068
United States
Main Phone: 973-974-5000"
"AutoWeb, Inc. (NasdaqCM:AUTO)",NasdaqCM:AUTO,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.autobytel.com,United States and Canada,United States,"Headquarters
18872 MacArthur Boulevard
Suite 200 
Irvine, California    92612
United States
Main Phone: 949-225-4500","Headquarters
18872 MacArthur Boulevard
Suite 200 
Irvine, California    92612
United States
Main Phone: 949-225-4500"
"Aviat Networks, Inc. (NasdaqGS:AVNW)",NasdaqGS:AVNW,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.aviatnetworks.com,United States and Canada,United States,"Headquarters
860 North McCarthy Boulevard
Suite 200 
Milpitas, California    95035
United States
Main Phone: 408-941-7100
Main Fax: 408-567-7110","Headquarters
860 North McCarthy Boulevard
Suite 200 
Milpitas, California    95035
United States
Main Phone: 408-941-7100
Main Fax: 408-567-7110"
"Avid Technology, Inc. (NasdaqGS:AVID)",NasdaqGS:AVID,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.avid.com,United States and Canada,United States,"Delaware
United States

Headquarters
75 Network Drive 
Burlington, Massachusetts    01803
United States
Main Phone: 978-640-6789","Headquarters
75 Network Drive 
Burlington, Massachusetts    01803
United States
Main Phone: 978-640-6789"
"Avnet, Inc. (NYSE:AVT)",NYSE:AVT,100197,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.avnet.com,United States and Canada,United States,"Headquarters
2211 South 47th Street 
Phoenix, Arizona    85034
United States
Main Phone: 480-643-2000

New York
United States","Headquarters
2211 South 47th Street 
Phoenix, Arizona    85034
United States
Main Phone: 480-643-2000"
AVX Corporation (NYSE:AVX),NYSE:AVX,100008,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.avx.com,United States and Canada,United States,"Headquarters
One AVX Boulevard 
Fountain Inn, South Carolina    29644
United States
Main Phone: 864-967-2150

Delaware
United States

750 Lexington Avenue 
New York, New York    10022
United States","Headquarters
One AVX Boulevard 
Fountain Inn, South Carolina    29644
United States
Main Phone: 864-967-2150"
"Aware, Inc. (NasdaqGM:AWRE)",NasdaqGM:AWRE,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.aware.com,United States and Canada,United States,"Headquarters
40 Middlesex Turnpike 
Bedford, Massachusetts    01730
United States
Main Phone: 781-276-4000
Main Fax: 781-276-4001","Headquarters
40 Middlesex Turnpike 
Bedford, Massachusetts    01730
United States
Main Phone: 781-276-4000
Main Fax: 781-276-4001"
"Axcelis Technologies, Inc. (NasdaqGS:ACLS)",NasdaqGS:ACLS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.axcelis.com,United States and Canada,United States,"Delaware
United States

Headquarters
108 Cherry Hill Drive 
Beverly, Massachusetts    01915
United States
Main Phone: 978-787-4000
Main Fax: 978-787-3000","Headquarters
108 Cherry Hill Drive 
Beverly, Massachusetts    01915
United States
Main Phone: 978-787-4000
Main Fax: 978-787-3000"
"AXT, Inc. (NasdaqGS:AXTI)",NasdaqGS:AXTI,329980,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.axt.com,United States and Canada,United States,"Headquarters
4281 Technology Drive 
Fremont, California    94538
United States
Main Phone: 510-438-4700
Main Fax: 510-353-0668","Headquarters
4281 Technology Drive 
Fremont, California    94538
United States
Main Phone: 510-438-4700
Main Fax: 510-353-0668"
"Badger Meter, Inc. (NYSE:BMI)",NYSE:BMI,109846,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.badgermeter.com,United States and Canada,United States,"Headquarters
4545 West Brown Deer Road 
Milwaukee, Wisconsin    53223
United States
Main Phone: 414-355-0400
Other Phone: 800-876-3837

15555 North 79th Place 
Scottsdale, Arizona    85260
United States
Main Phone: 480-948-3789","Headquarters
4545 West Brown Deer Road 
Milwaukee, Wisconsin    53223
United States
Main Phone: 414-355-0400
Other Phone: 800-876-3837"
"Bankrate, Inc. (NYSE:RATE)",NYSE:RATE,488216,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.bankrate.com,United States and Canada,United States,"Headquarters
1675 Broadway
22nd Floor 
New York, New York    10019
United States
Main Phone: 917-368-8600","Headquarters
1675 Broadway
22nd Floor 
New York, New York    10019
United States
Main Phone: 917-368-8600"
"Barracuda Networks, Inc. (NYSE:CUDA)",NYSE:CUDA,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.barracuda.com,United States and Canada,United States,"Headquarters
3175 South Winchester Boulevard 
Campbell, California    95008
United States
Main Phone: 408-342-5400
Main Fax: 408-342-1061
Other Phone: 844 799 3860","Headquarters
3175 South Winchester Boulevard 
Campbell, California    95008
United States
Main Phone: 408-342-5400
Main Fax: 408-342-1061
Other Phone: 844 799 3860"
"Bazaarvoice, Inc. (NasdaqGS:BV)",NasdaqGS:BV,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.bazaarvoice.com,United States and Canada,United States,"Suite 410
50 Holt Street
Surry Hills 
Sydney, New South Wales    2010
Australia
Main Phone: 61 2 9362 2200

33 Avenue de Wagram 
Paris, Ile-de-France    75017
France
Main Phone: 33 0 17 30 05 00

Liebherrstrasse 22 
Munich, Bavaria    80538
Germany
Main Phone: 49 89 4444 707 0

Quadron Business Park Ltd
Block No. 01
5th Floor 
Pune    411 057
India

Strawinskylaan 3051 
Amsterdam, Noord-Holland    1077 ZX
Netherlands
Main Phone: 31 20 301 2169
Main Fax: 31 20 524 8809

Stureplan 4C
4th Floor 
Stockholm    114 35
Sweden
Main Phone: 46 7 02 48 20 98
Main Fax: 46 84 63 10 10

One Butterwick 
London, Greater London    W6 8DL
United Kingdom
Main Phone: 44 20 8080 1100
Main Fax: 44 20 7681 2610

Headquarters
10901 South Stonelake Boulevard 
Austin, Texas    78759
United States
Main Phone: 512-551-6000
Other Phone: 866-522-9227

642 Harrison Street
2nd Floor 
San Francisco, California    94107
United States
Main Phone: 512-551-6000
Other Phone: 866-522-9227","Headquarters
10901 South Stonelake Boulevard 
Austin, Texas    78759
United States
Main Phone: 512-551-6000
Other Phone: 866-522-9227"
Bel Fuse Inc. (NasdaqGS:BELF.B),NasdaqGS:BELF.B,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),"NasdaqGS:BELF.A
Company: Bel Fuse Inc.
(IQT2593916) - Nasdaq Global Select (NasdaqGS)",www.belfuse.com,United States and Canada,United States,"Headquarters
206 Van Vorst Street 
Jersey City, New Jersey    07302
United States
Main Phone: 201-432-0463
Main Fax: 201-432-9542","Headquarters
206 Van Vorst Street 
Jersey City, New Jersey    07302
United States
Main Phone: 201-432-0463
Main Fax: 201-432-9542"
Belden Inc. (NYSE:BDC),NYSE:BDC,349194,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.belden.com,United States and Canada,United States,"250 Carpenter Avenue 
Wheeling, Illinois    60090-6010
United States
Main Phone: 847-215-9950

Headquarters
1 North Brentwood Boulevard
15th Floor 
St. Louis, Missouri    63105
United States
Main Phone: 314-854-8000
Main Fax: 314-854-8001","Headquarters
1 North Brentwood Boulevard
15th Floor 
St. Louis, Missouri    63105
United States
Main Phone: 314-854-8000
Main Fax: 314-854-8001"
"Benchmark Electronics, Inc. (NYSE:BHE)",NYSE:BHE,337561,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.bench.com,United States and Canada,United States,"Headquarters
Suite 300
4141 North Scottsdale Road 
Scottsdale, Arizona    85251
United States
Main Phone: 480-372-4365","Headquarters
Suite 300
4141 North Scottsdale Road 
Scottsdale, Arizona    85251
United States
Main Phone: 480-372-4365"
"Benefitfocus, Inc. (NasdaqGM:BNFT)",NasdaqGM:BNFT,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.benefitfocus.com,United States and Canada,United States,"Headquarters
100 Benefitfocus Way 
Charleston, South Carolina    29492
United States
Main Phone: 843-849-7476
Other Phone: 855-221-6400","Headquarters
100 Benefitfocus Way 
Charleston, South Carolina    29492
United States
Main Phone: 843-849-7476
Other Phone: 855-221-6400"
"BIO-key International, Inc. (NasdaqCM:BKYI)",NasdaqCM:BKYI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.bio-key.com,United States and Canada,United States,"Minnesota
United States

Headquarters
Building A
Suite E
3349 Highway 138 
Wall, New Jersey    07719
United States
Main Phone: 732-359-1100
Main Fax: 732-359-1101
Other Phone: 866-846-2594","Headquarters
Building A
Suite E
3349 Highway 138 
Wall, New Jersey    07719
United States
Main Phone: 732-359-1100
Main Fax: 732-359-1101
Other Phone: 866-846-2594"
Black Box Corporation (NasdaqGS:BBOX),NasdaqGS:BBOX,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.blackbox.com,United States and Canada,United States,"Headquarters
1000 Park Drive 
Lawrence, Pennsylvania    15055
United States
Main Phone: 724-746-5500
Other Phone: 800-316-7107

Delaware
United States","Headquarters
1000 Park Drive 
Lawrence, Pennsylvania    15055
United States
Main Phone: 724-746-5500
Other Phone: 800-316-7107"
"Black Knight, Inc. (NYSE:BKI)",NYSE:BKI,568642,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.bkfs.com,United States and Canada,United States,"Headquarters
601 Riverside Avenue 
Jacksonville, Florida    32204
United States
Main Phone: 904-854-5100
Other Phone: 844-474-2537","Headquarters
601 Riverside Avenue 
Jacksonville, Florida    32204
United States
Main Phone: 904-854-5100
Other Phone: 844-474-2537"
"Blackbaud, Inc. (NasdaqGS:BLKB)",NasdaqGS:BLKB,343854,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.blackbaud.com,United States and Canada,United States,"Headquarters
2000 Daniel Island Drive 
Charleston, South Carolina    29492
United States
Main Phone: 843-216-6200
Main Fax: 843-216-6100
Other Phone: 800-443-9441

Delaware
United States","Headquarters
2000 Daniel Island Drive 
Charleston, South Carolina    29492
United States
Main Phone: 843-216-6200
Main Fax: 843-216-6100
Other Phone: 800-443-9441"
BlackBerry Limited (TSX:BB),TSX:BB,-,Information Technology (Primary),Public Company,-,"NasdaqGS:BBRY
Company: BlackBerry Limited
(IQT2642922) - Nasdaq Global Select (NasdaqGS)",ca.blackberry.com,United States and Canada,Canada,"4000 Innovation Drive 
Kanata, Ontario    K2K 3K1
Canada
Main Phone: 613-599-7465
Main Fax: 613-599-1922

4701 Tahoe Boulevard 
Mississauga, Ontario    L4W 0B5
Canada
Main Phone: 905-629-4746
Main Fax: 905-629-4869

Toronto, Ontario
Canada

Headquarters
2200 University Avenue East 
Waterloo, Ontario    N2K 0A7
Canada
Main Phone: 519-888-7465
Main Fax: 519-888-6906

451 Phillip Street 
Waterloo, Ontario    N2L 3X2
Canada
Main Phone: 519-888-7465
Main Fax: 519-888-0021

200 Bath Road 
Slough, Berkshire    SL1 3XE
United Kingdom
Main Phone: 44 1753 667000
Main Fax: 44 1753 669970","Headquarters
2200 University Avenue East 
Waterloo, Ontario    N2K 0A7
Canada
Main Phone: 519-888-7465
Main Fax: 519-888-6906"
"Blackhawk Network Holdings, Inc. (NasdaqGS:HAWK)",NasdaqGS:HAWK,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.blackhawknetwork.com,United States and Canada,United States,"Headquarters
6220 Stoneridge Mall Road 
Pleasanton, California    94588
United States
Main Phone: 925-226-9990
Main Fax: 925-226-9083","Headquarters
6220 Stoneridge Mall Road 
Pleasanton, California    94588
United States
Main Phone: 925-226-9990
Main Fax: 925-226-9083"
"BlackLine, Inc. (NasdaqGS:BL)",NasdaqGS:BL,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.blackline.com,United States and Canada,United States,"Headquarters
21300 Victory Boulevard
12th Floor
Woodland Hills 
Los Angeles, California    91367
United States
Main Phone: 818-223-9008","Headquarters
21300 Victory Boulevard
12th Floor
Woodland Hills 
Los Angeles, California    91367
United States
Main Phone: 818-223-9008"
"Blonder Tongue Laboratories, Inc. (AMEX:BDR)",AMEX:BDR,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.blondertongue.com,United States and Canada,United States,"Headquarters
One Jake Brown Road 
Old Bridge, New Jersey    08857
United States
Main Phone: 732-679-4000
Main Fax: 732-679-4353
Other Phone: 800-523-6049","Headquarters
One Jake Brown Road 
Old Bridge, New Jersey    08857
United States
Main Phone: 732-679-4000
Main Fax: 732-679-4353
Other Phone: 800-523-6049"
"Blucora, Inc. (NasdaqGS:BCOR)",NasdaqGS:BCOR,598996,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.blucora.com,United States and Canada,United States,"Headquarters
10900 NE 8th Street
Suite 800 
Bellevue, Washington    98004
United States
Main Phone: 425-201-6100
Main Fax: 425-201-6150","Headquarters
10900 NE 8th Street
Suite 800 
Bellevue, Washington    98004
United States
Main Phone: 425-201-6100
Main Fax: 425-201-6150"
Booz Allen Hamilton Holding Corporation (NYSE:BAH),NYSE:BAH,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.boozallen.com,United States and Canada,United States,"7 Savoy Court
Strand 
London    WC2R 0JP
United Kingdom
Main Phone: 44 20 7393 3333
Main Fax: 44 20 7393 0025

3223 Lemmon Ave. 
Dallas, Texas    75204
United States

2525 Bay Area Boulevard
Suite 290 
Houston, Texas    77058
United States
Main Phone: 281-488-6750
Main Fax: 281-488-5618

Headquarters
8283 Greensboro Drive 
McLean, Virginia    22102
United States
Main Phone: 703-902-5000

Philadelphia, Pennsylvania
United States

91 Hartwell Avenue
Suite 203 
Lexington, Massachusetts    02421
United States
Main Phone: 781-372-2300
Main Fax: 781-372-2303

500 Avery Lane
Suite C 
Rome, New York    13441
United States
Main Phone: 315-338-7750
Main Fax: 315-338-7799","Headquarters
8283 Greensboro Drive 
McLean, Virginia    22102
United States
Main Phone: 703-902-5000"
"Bottomline Technologies (de), Inc. (NasdaqGS:EPAY)",NasdaqGS:EPAY,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.bottomline.com,United States and Canada,United States,"Headquarters
325 Corporate Drive 
Portsmouth, New Hampshire    03801
United States
Main Phone: 603-436-0700
Main Fax: 603-436-0300
Other Phone: 800-243-2528","Headquarters
325 Corporate Drive 
Portsmouth, New Hampshire    03801
United States
Main Phone: 603-436-0700
Main Fax: 603-436-0300
Other Phone: 800-243-2528"
"Box, Inc. (NYSE:BOX)",NYSE:BOX,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.box.com,United States and Canada,United States,"Headquarters
900 Jefferson Avenue 
Redwood City, California    94063
United States
Main Phone: 877-729-4269","Headquarters
900 Jefferson Avenue 
Redwood City, California    94063
United States
Main Phone: 877-729-4269"
